タイトル,順位,得意先コード,得意先名称,得意先名称２,ランク,重点,業態,担当者,カテゴリー名,地区名称,電話番号,住所１,住所２,住所３,売上金額,粗利金額,前年対比率,前年売上,前年粗利,前々年売上,前々年粗利
"	【売上金額／ベスト順】    25/02/01～26/01/31",555,"	0076556","	（株）丸栄福士雑穀店","	","	C","	","	小売店","	菅原","	菅原　東北Ａ","	青森","	0177394434","	青森県　青森市高田日野６１","	","	",508200,89430,97.67,520300,114840,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",556,"	0077873","	小笠原農場              ＣＬ","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0133782133","	北海道　石狩市厚田区厚田","	　　　　１０４７－５","	",507322,78932,122.46,414270,68296,155050,18414
"	【売上金額／ベスト順】    25/02/01～26/01/31",557,"	0076138","	（株）山内儀助商店","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	0183732191","	秋田県　湯沢市田町２－３－４","	","	",506700,140868,229.17,221100,59052,233700,59376
"	【売上金額／ベスト順】    25/02/01～26/01/31",558,"	0000110","	（株）ＣＫＫ","	","	","	","	小売店","	十川","	十川　業務　　","	愛知","	0526617101","	愛知県　名古屋市港区七番町","	　　　　３－６","	",504904,0,69.38,727768,0,44016,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",559,"	0073031","	（有）マルヒロ包材　　　　　Ⅱ","	","	","	","	準代理店","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	0934514105","	福岡県　北九州市小倉南区徳吉西","	　　　　３－１０－９","	",504720,151630,107.91,467710,148703,118100,36227
"	【売上金額／ベスト順】    25/02/01～26/01/31",560,"	0080331","	静岡中央食糧（株）　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0542553040","	静岡県　静岡市葵区駒形通","	　　　　４－４－６","	",501840,193106,239.13,209860,90048,89250,31150
"	【売上金額／ベスト順】    25/02/01～26/01/31",561,"	0084419","	楽天グループ（株）","	        ＥＣコンサルティング部","	","	","	その他","	ＷＥＢ","	ＷＥＢ木村拓","	東京","	08089162414","	東京都　世田谷区玉川","	        １丁目１４－１","	",501590,-46966,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",562,"	0073369","	福助工業（株）九州支店","	","	","	","	取扱店","	田邉ﾒﾃﾞｨｱ","	メディア愛媛","	福岡","	0926437101","	福岡県　福岡市東区東浜","	　　　　２－７－８１","	",499650,115761,151.00,330900,101535,160400,43140
"	【売上金額／ベスト順】    25/02/01～26/01/31",563,"	0081791","	（公財）肥後の水と","	　　　　　　　みどりの愛護基金","	","	","	農業法人","	堀川","	堀川　熊本","	熊本","	0963513882","	熊本県　熊本市中央区紺屋今町","	　　　　１－２３","	",499600,172784,80.63,619600,174100,168380,30700
"	【売上金額／ベスト順】    25/02/01～26/01/31",564,"	0070268","	カメイセロファン（株）　　　Ⅱ","	","	","	","	準代理店","	田中ﾒﾃﾞｨｱ","	メディア和歌山","	和歌山","	0734517152","	和歌山県　和歌山市梶取","	　　　　　３１６－１８","	",498150,126620,89.87,554300,145314,1302010,268481
"	【売上金額／ベスト順】    25/02/01～26/01/31",565,"	0081599","	（有）モリオカ","	","	","	","	小売店","	木村寿","	木村寿　兵庫Ａ","	兵庫","	0664166060","	兵庫県　尼崎市大庄北","	　　　　３－１４－１１","	",495614,57852,112.16,441870,42921,198740,17083
"	【売上金額／ベスト順】    25/02/01～26/01/31",566,"	0079004","	（株）トライアド","	","	","	","	小売店","	米原ﾒﾃﾞｨｱ","	メディア福井","	福井","	0778224833","	福井県　越前市小野谷町","	　　　　４－１－１１","	",493200,182860,98.33,501600,174546,425200,144682
"	【売上金額／ベスト順】    25/02/01～26/01/31",567,"	0074060","	共和化学興業（株）","	","	","	","	小売店","	米原ﾒﾃﾞｨｱ","	メディア石川","	石川","	0762524095","	石川県　金沢市神宮寺","	　　　　１－１４－５","	",489252,127378,363.49,134600,60431,43500,20145
"	【売上金額／ベスト順】    25/02/01～26/01/31",568,"	0083359","	森米屋              　　ＣＬ","	","	","	","	小売店","	堀川","	堀川　佐賀","	佐賀","	0954282011","	佐賀県　武雄市西川登町大字神六","	　　　　２０３４８","	",489240,145261,1178.89,41500,19515,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",569,"	0070233","	（株）ヤマダ　　　　　　　　Ⅱ","	","	","	","	準代理店","	田中ﾒﾃﾞｨｱ","	メディア京都","	京都","	0774317998","	京都府　宇治市木幡平尾４－５７","	","	",487695,158730,222.54,219151,72181,247730,73885
"	【売上金額／ベスト順】    25/02/01～26/01/31",570,"	0083215","	伊勢農業協同組合","	　　　　　　経済部　直販課","	","	","	ＪＡ","	木村寿","	木村寿　三重","	三重","	0596621125","	三重県　度会郡度会町大野木","	　　　　１８５８","	",484400,46832,308.34,157100,40592,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",571,"	0071709","	横尾農園","	","	C","	","	生産者","	沖本","	沖本　中国","	広島","	0822711511","	広島県　広島市西区己斐上","	　　　　２－８－１７","	",484100,153522,97.41,496950,164228,181500,61357
"	【売上金額／ベスト順】    25/02/01～26/01/31",572,"	0083028","	中埜総合印刷（株）","	","	","	","	取扱店","	沖本","	沖本　中国","	愛知","	0569779877","	愛知県　知多郡阿久比町卯坂字","	        梅ケ丘１４５番地","	",483390,30418,80.05,603865,32757,644294,-44435
"	【売上金額／ベスト順】    25/02/01～26/01/31",573,"	0077850","	（有）煤田商店","	","	C","	","	取扱店","	菅原","	菅原　東北Ｂ","	宮城","	0222596271","	宮城県　仙台市宮城野区","	　　　　扇町７－５－８","	",482900,63818,123.93,389650,47148,240350,30676
"	【売上金額／ベスト順】    25/02/01～26/01/31",574,"	0077008","	おもしろいし市場","	（（株）サンアメニティ）","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア宮城","	宮城","	0224269778","	宮城県　白石市福岡長袋","	　　　　字八斗蒔２０－１","	",482735,69928,594.50,81200,17140,708000,66430
"	【売上金額／ベスト順】    25/02/01～26/01/31",575,"	0074764","	（株）滝沢印刷　長岡店","	","	C","	","	取扱店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0258865660","	新潟県　長岡市蓮潟１－１－３６","	","	",482360,125413,89.78,537260,121717,437500,66319
"	【売上金額／ベスト順】    25/02/01～26/01/31",576,"	0075850","	（株）米太","	","	C","	","	小売店","	山本","	山本　新潟","	新潟","	0258832636","	新潟県　小千谷市東栄","	　　　　１－１３－１３","	",481400,132804,46.71,1030550,228354,686660,68318
"	【売上金額／ベスト順】    25/02/01～26/01/31",577,"	0083442","	板倉町役場　企画財政課","	","	","	","	","	山下和","	山下和　卸・他","	群馬","	0276821111","	群馬県　邑楽郡板倉町大字板倉","	        ２６８２－１","	",478100,31906,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",578,"	0076550","	（株）早川ライス","	","	","	","	取扱店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0238882830","	山形県　長井市新町７－３３","	","	",475294,131113,73.56,646100,154727,298300,69593
"	【売上金額／ベスト順】    25/02/01～26/01/31",579,"	0073011","	ハマダ商事（有）","	","	C","	","	その他","	木村拓","	木村拓　鹿児島","	鹿児島","	0994452776","	鹿児島県　鹿屋市下高隈町","	　　　　　４４６７－２","	",473700,96175,40.66,1165128,261302,859913,197222
"	【売上金額／ベスト順】    25/02/01～26/01/31",580,"	0075761","	（株）ながき米穀","	","	","	","	卸","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	0296351104","	茨城県　結城市山川新宿６５７","	","	",472205,169169,62.07,760720,208615,759200,206343
"	【売上金額／ベスト順】    25/02/01～26/01/31",581,"	0080352","	（株）山広　　　　　　　　ＣＬ","	","	","	","	その他","	田邉ﾒﾃﾞｨｱ","	メディア島根","	島根","	0853228225","	島根県　出雲市大塚町１１４８","	","	",471000,109000,164.40,286500,58500,58500,11500
"	【売上金額／ベスト順】    25/02/01～26/01/31",582,"	0077604","	（有）賀集農産","	","	","	","	農業法人","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0123873535","	北海道　夕張郡由仁町","	　　　　岩内２５０２","	",470489,79233,96.97,485182,82524,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",583,"	0070874","	佐川印刷（株）","	","	","	","	取扱店","	田中ﾒﾃﾞｨｱ","	メディア京都","	京都","	0759338081","	京都府　向日市森本町戌亥５－３","	","	",467566,57607,4030.74,11600,564,215640,17158
"	【売上金額／ベスト順】    25/02/01～26/01/31",584,"	0077862","	（有）丸晴ユアサ","	","	","	","	小売店","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0117621616","	北海道　札幌市北区新琴似１条","	　　　　１１丁目１－１","	",465300,85140,46.04,1010600,148651,810700,87364
"	【売上金額／ベスト順】    25/02/01～26/01/31",585,"	0009402","	マレー（株）","	","	","	","	取扱店","	森田","	森田 ｲﾝﾊﾟﾙｽ","	大阪","	0667682151","	大阪府　大阪市天王寺区舟橋町","	　　　　２－２４","	",461250,75901,59.25,778470,120898,449940,73826
"	【売上金額／ベスト順】    25/02/01～26/01/31",586,"	0074418","	スズリョーベルックス（株）","	","	","	","	卸","	木村寿","	木村寿　愛知","	愛知","	0561821700","	愛知県　瀬戸市銀杏木町６８","	","	",459920,145868,97.61,471200,176383,441499,139951
"	【売上金額／ベスト順】    25/02/01～26/01/31",587,"	0077375","	（株）松田産業","	","	","	","	小売店","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0125543061","	北海道　砂川市東１条北","	　　　　１丁目１－１４","	",459164,124443,208.95,219750,56817,175660,51264
"	【売上金額／ベスト順】    25/02/01～26/01/31",588,"	0083092","	（株）Ａｕｌｉｉ嶋田雅史　ＣＬ","	","	","	","	取扱店","	斎藤ﾒﾃﾞｨｱ","	メディア埼玉","	埼玉","	09051956906","	埼玉県　さいたま市浦和区前地","	１－１４－１２ｸﾞﾗﾝｺｰﾄ６０６","	",456040,90490,.00,0,0,72930,14328
"	【売上金額／ベスト順】    25/02/01～26/01/31",589,"	0076140","	みなみ魚沼農業協同組合営農部","	特産販売課特産センター事務所","	B","	1","	ＪＡ","	山本","	山本　新潟","	新潟","	0257700507","	新潟県　南魚沼市津久野","	　　　　下新田３３－３","	",455840,78617,50.46,903314,144292,3661595,494715
"	【売上金額／ベスト順】    25/02/01～26/01/31",590,"	0073356","	田中産業（株）","	","	","	","	取扱店","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	0925667531","	福岡県　福岡市南区柏原","	　　　　４－２０－２６","	",455750,92533,129.62,351600,73010,55650,15945
"	【売上金額／ベスト順】    25/02/01～26/01/31",591,"	0074163","	（有）太田農場","	","	","	","	農業法人","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0538328551","	静岡県　磐田市西之島４９－２","	","	",454500,81176,.00,0,0,206500,64695
"	【売上金額／ベスト順】    25/02/01～26/01/31",592,"	0078005","	伊藤　照子","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア千葉","	千葉","	0479683148","	千葉県　旭市萬力２６０９","	","	",453050,108876,76.95,588767,107473,1420,576
"	【売上金額／ベスト順】    25/02/01～26/01/31",593,"	0092387","	（株）イイダ　第二工場","	","	C","	","	その他","	仲","	仲　茨城","	茨城","	0299452032","	茨城県　笠間市安居","	　　　　３１４４－３２９","	",449600,91940,75.45,595920,99036,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",594,"	0075600","	全農パールライス（株）","	東日本事業本部営業部企画総合課","	S","	1","	ＪＡ","	山本","	山本　卸","	東京","	0332222150","	東京都　千代田区三崎町3-1-16","	　　　　神保町北東急ビル３階","	",449020,26610,31.21,1438528,211472,1280066,158582
"	【売上金額／ベスト順】    25/02/01～26/01/31",595,"	0079213","	合同会社滑川町谷津田米","	","	C","	","	その他","	松本","	松本　関東・卸","	埼玉","	0493565906","	埼玉県　比企郡滑川町福田","	　　　　３３２４","	",448740,124650,.00,0,0,1123025,234417
"	【売上金額／ベスト順】    25/02/01～26/01/31",596,"	0077338","	大野　米穀","	","	C","	","	小売店","	山下尚","	山下尚　北海道","	北海道","	0157233550","	北海道　北見市泉町","	　　　　１－２－６","	",447310,69264,60.94,734070,134136,900258,126833
"	【売上金額／ベスト順】    25/02/01～26/01/31",597,"	0080421","	（株）植松商店","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0237432322","	山形県　東根市長瀞１３６０","	","	",444658,79175,43.71,1017190,236681,553580,79729
"	【売上金額／ベスト順】    25/02/01～26/01/31",598,"	0073485","	熊本パールライス（株）","	","	A","	","	卸","	堀川","	堀川　熊本","	熊本","	0962135100","	熊本県　菊池郡菊陽町曲手６６８","	","	",444358,35502,28.18,1576768,90207,1512631,159653
"	【売上金額／ベスト順】    25/02/01～26/01/31",599,"	0071047","	タナカ米穀（株）　　　　　　Ｊ","	","	C","	","	卸","	沖本","	沖本　中国","	広島","	0822320301","	広島県　広島市西区南観音","	　　　　３－８－２５","	",442890,149066,58.19,761046,237996,833330,269677
"	【売上金額／ベスト順】    25/02/01～26/01/31",600,"	0070436","	（株）とらわか","	","	","	","	小売店","	米原ﾒﾃﾞｨｱ","	メディア滋賀","	滋賀","	0748377252","	滋賀県　近江八幡市西本郷町","	　　　　２２９","	",440860,137628,95.88,459820,129035,347950,99972
"	【売上金額／ベスト順】    25/02/01～26/01/31",601,"	0053076","	源米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0667218379","	大阪府　東大阪市友井３－６－１","	","	",439950,135692,122.59,358890,119960,173200,27016
"	【売上金額／ベスト順】    25/02/01～26/01/31",602,"	0028002","	南大阪米穀（株）","	","	C","	","	卸","	見上","	見上　大阪Ａ","	大阪","	0724397771","	大阪府　岸和田市藤井町","	　　　　２－１８－１７","	",439000,97315,23.72,1850957,460297,830380,209582
"	【売上金額／ベスト順】    25/02/01～26/01/31",603,"	0071098","	（有）小野商店","	","	C","	","	小売店","	沖本","	沖本　中国","	山口","	0839270084","	山口県　山口市下小鯖２４７０","	","	",438700,83650,99.55,440700,82650,502700,75761
"	【売上金額／ベスト順】    25/02/01～26/01/31",604,"	0077449","	（株）丹野商店","	","	C","	","	小売店","	菅原","	菅原　東北Ｂ","	山形","	0237732211","	山形県　西村山郡河北町溝延","	　　　　字千苅２０－２","	",435960,89525,56.60,770190,151543,432650,98274
"	【売上金額／ベスト順】    25/02/01～26/01/31",605,"	0077899","	武山農園              　ＣＬ","	","	","	","	生産者","	山下尚","	山下尚　北海道","	北海道","	09033927111","	北海道　上川郡剣淵町東町","	　　　　６６－２","	",435460,68469,46.07,945170,215598,240721,51221
"	【売上金額／ベスト順】    25/02/01～26/01/31",606,"	0015012","	山下食糧（株）","	","	C","	","	小売店","	見上","	見上　大阪Ａ","	大阪","	0669712560","	大阪府　大阪市東成区中道","	　　　　１－５－２９","	",434550,62225,62.96,690150,87103,829850,130235
"	【売上金額／ベスト順】    25/02/01～26/01/31",607,"	0075201","	（有）坂上商店","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア埼玉","	埼玉","	0494242244","	埼玉県　秩父市東町１７－２０","	","	",431420,136554,66.70,646830,230491,415400,157212
"	【売上金額／ベスト順】    25/02/01～26/01/31",608,"	0076956","	もみがらエネルギー（株）　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	0185478070","	秋田県　南秋田郡大潟村南","	　　　　１－１８","	",430500,157780,127.56,337500,117550,130000,19360
"	【売上金額／ベスト順】    25/02/01～26/01/31",609,"	0082158","	東日本農産（株）","	","	A","	1","	卸","	松本","	松本　関東・卸","	栃木","	0282217676","	栃木県　栃木市千塚町１７１０","	","	",430000,21000,398.15,108000,1080,2956660,286690
"	【売上金額／ベスト順】    25/02/01～26/01/31",610,"	0083347","	（有）秀島米穀　　　　　　ＣＬ","	","	","	","	小売店","	堀川","	堀川　佐賀","	佐賀","	0952450312","	佐賀県　佐賀市東与賀町下古賀乙","	　　　　７８５－１","	",429690,175112,790.45,54360,19140,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",611,"	0077323","	（福）北海道光生会","	　　　　　　爽やかネットワーク","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0126661071","	北海道　美唄市東６条南","	　　　　１丁目５－１","	",427400,85696,115.51,370000,74800,339800,75171
"	【売上金額／ベスト順】    25/02/01～26/01/31",612,"	0080538","	南相馬市　農林水産部農政課","	佐藤","	","	","	その他","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0244446807","	福島県　南相馬市小高区本町","	２丁目７８番地（小高区役所）","	",426120,49204,123.94,343825,34382,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",613,"	0077311","	（有）山石前野商店","	","	","	","	小売店","	山下尚","	山下尚　北海道","	北海道","	0126220234","	北海道　岩見沢市一条西５丁目８","	","	",424850,103855,37.89,1121300,246575,350600,70301
"	【売上金額／ベスト順】    25/02/01～26/01/31",614,"	0079538","	音川　邦朗","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0249516206","	福島県　郡山市大槻町字中ノ平","	　　　　３６８－１０","	",422690,120910,288.53,146500,45880,75350,33560
"	【売上金額／ベスト順】    25/02/01～26/01/31",615,"	0076317","	内山　正勝","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0248832457","	福島県　岩瀬郡天栄村大字柿之内","	　　　　沖内１０","	",422000,94720,92.30,457200,140144,392200,100926
"	【売上金額／ベスト順】    25/02/01～26/01/31",616,"	0074578","	近藤米穀店","	","	","	","	小売店","	木村寿","	木村寿　愛知","	愛知","	0563544001","	愛知県　西尾市米津町蓮台３－１","	","	",420000,112200,200.00,210000,56100,210000,56100
"	【売上金額／ベスト順】    25/02/01～26/01/31",617,"	0076338","	（有）井上米穀店","	","	C","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0250622377","	新潟県　阿賀野市山口町","	　　　　１－１－１１","	",419920,50897,439.71,95500,32925,480100,74423
"	【売上金額／ベスト順】    25/02/01～26/01/31",618,"	0080420","	前田農園　代表前田紳吾","	","	C","	","	生産者","	菅原","	菅原　東北Ａ","	福島","	0244355554","	福島県　相馬市成田","	　　　　字五郎右エ門橋１８２","	",419775,94012,131.48,319280,60610,284310,28989
"	【売上金額／ベスト順】    25/02/01～26/01/31",619,"	0076662","	樽見内営農組合","	","	C","	","	農業法人","	菅原","	菅原　東北Ｂ","	秋田","	0182243986","	秋田県　横手市平鹿町樽見内字","	　　　　三ツ屋９２－１","	",419240,59377,.00,0,0,460960,84387
"	【売上金額／ベスト順】    25/02/01～26/01/31",620,"	0070454","	（株）澤農園","	","	","	","	小売店","	米原ﾒﾃﾞｨｱ","	メディア滋賀","	滋賀","	0749384348","	滋賀県　犬上郡甲良町尼子","	　　　　１４９０","	",418380,62508,129.34,323473,54645,462763,84706
"	【売上金額／ベスト順】    25/02/01～26/01/31",621,"	0079680","	（株）山田農園","	","	C","	","	農業法人","	沖本","	沖本　中国","	鳥取","	0858821331","	鳥取県　八頭郡若桜町高野７８９","	","	",416515,129641,69.71,597465,213753,366090,146148
"	【売上金額／ベスト順】    25/02/01～26/01/31",622,"	0076193","	飯豊　精米所　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア岩手","	岩手","	0198629177","	岩手県　遠野市土渕町飯豊","	　　　　５－６９－２","	",413850,135480,203.37,203500,40645,97250,26115
"	【売上金額／ベスト順】    25/02/01～26/01/31",623,"	0076959","	サイトウ農産　齊藤武康　　ＣＬ","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア宮城","	宮城","	0229282929","	宮城県　大崎市古川馬櫛","	　　　　字成田南７－１","	",413200,156814,104.19,396600,159859,335500,130822
"	【売上金額／ベスト順】    25/02/01～26/01/31",624,"	0074542","	岐阜食糧（株）","	","	A","	","	卸","	木村寿","	木村寿　愛知","	岐阜","	0572673911","	岐阜県　瑞浪市山田町字小洞","	　　　　２００３","	",412300,76660,66.25,622330,113336,362950,49382
"	【売上金額／ベスト順】    25/02/01～26/01/31",625,"	0076289","	（株）田伝むし　木村純","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア宮城","	宮城","	0225722480","	宮城県　石巻市和渕字清水","	　　　　９３－１","	",412100,106520,156.67,263040,63704,148960,37316
"	【売上金額／ベスト順】    25/02/01～26/01/31",626,"	0076262","	（有）なるほど舎","	","	C","	","	農業法人","	菅原","	菅原　東北Ｂ","	秋田","	0184436273","	秋田県　にかほ市象潟町","	　　　　源蔵潟１－２６","	",411815,69372,107.79,382070,81010,331750,137529
"	【売上金額／ベスト順】    25/02/01～26/01/31",627,"	0073383","	原田米店","	","	C","	","	小売店","	木村拓","	木村拓　鹿児島","	鹿児島","	0996380054","	鹿児島県　薩摩川内市樋脇町","	　　　　　市比野２４５４－１","	",410750,110190,104.05,394750,81870,492490,103194
"	【売上金額／ベスト順】    25/02/01～26/01/31",628,"	0075228","	峡東食糧　協同組合","	","	C","	","	卸","	片山","	片山　関東山梨","	山梨","	0553222665","	山梨県　山梨市下石森１番地","	","	",409200,146200,80.17,510390,190467,429590,143969
"	【売上金額／ベスト順】    25/02/01～26/01/31",629,"	0083263","	（株）はなまるＢＡＳＥ　【Ｈ】","	","	C","	","	不明","	菅原","	菅原　茨城","	茨城","	05036136179","	茨城県　結城郡八千代町菅谷","	１１７０　八千代町役場２階","	",408770,38883,29.69,1376955,41520,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",630,"	0099958","	農事組合法人　樫椎小原　　ＣＬ","	","	","	","	農業法人","	小西ﾒﾃﾞｨｱ","	メディア長崎","	長崎","	0920561001","	長崎県　対馬市厳原町小茂田","	　　　　６６３","	",407850,95534,124.65,327200,76940,244150,58654
"	【売上金額／ベスト順】    25/02/01～26/01/31",631,"	0074384","	（株）宇川農産","	","	","	","	小売店","	森田","	森田　北陸","	富山","	0766953235","	富山県　小矢部市胡麻島２０３","	","	",407500,114970,299.63,136000,51060,272000,102120
"	【売上金額／ベスト順】    25/02/01～26/01/31",632,"	0076183","	（有）真正ファーム","	","	C","	","	農業法人","	菅原","	菅原　東北Ｂ","	秋田","	0186495299","	秋田県　大館市櫃崎沢頭８","	","	",407450,61240,50.57,805740,167759,2646070,548425
"	【売上金額／ベスト順】    25/02/01～26/01/31",633,"	0076885","	（株）カトーコーポレーション","	","	C","	","	その他","	菅原","	菅原　東北Ｂ","	山形","	0236727511","	山形県　上山市阿弥陀地字旱田","	　　　　７０５－１","	",405810,102058,57.52,705542,226840,623315,179782
"	【売上金額／ベスト順】    25/02/01～26/01/31",634,"	0076547","	（株）石井商店　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	0242260651","	福島県　会津若松市日新町","	　　　　１６－２７","	",400700,132237,95.16,421100,144206,454850,141227
"	【売上金額／ベスト順】    25/02/01～26/01/31",635,"	0081975","	伊藤忠食糧（株）九州支店　版代","	","	","	","	取扱店","	木村拓","	木村拓　特販","	福岡","	0924713754","	福岡県　福岡市博多区博多駅前","	　　　　３－２５－２１","	   博多駅前ﾋﾞｼﾞﾈｽｾﾝﾀｰﾋﾞﾙ２階",400000,-99200,930.23,43000,7000,160000,-233600
"	【売上金額／ベスト順】    25/02/01～26/01/31",636,"	0078698","	小田米穀　豊田店　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0542828120","	静岡県　静岡市駿河区豊田","	　　　　３－８－４５","	",399650,152085,373.18,107094,38348,184200,64564
"	【売上金額／ベスト順】    25/02/01～26/01/31",637,"	0074454","	（株）丸信オカベ","	","	C","	","	卸","	森田","	森田　岐阜","	岐阜","	0582312495","	岐阜県　岐阜市福光南町２０番地","	","	",399339,87344,52.88,755220,140893,711090,141451
"	【売上金額／ベスト順】    25/02/01～26/01/31",638,"	0076899","	（株）おてんとさん","	","	C","	","	小売店","	菅原","	菅原　東北Ｂ","	宮城","	0229271070","	宮城県　大崎市古川休塚字南田９","	","	",398985,67711,81.86,487420,120642,204750,35235
"	【売上金額／ベスト順】    25/02/01～26/01/31",639,"	0088531","	兼松株式会社　穀物部加工製品課","	","	B","	","	卸","	片山","	片山　卸・他","	東京","	0367475000","	東京都　千代田区丸の内2-7-2","	        ＪＰタワー","	",398800,115647,65.30,610700,138498,367687,99415
"	【売上金額／ベスト順】    25/02/01～26/01/31",640,"	0082608","	蘭越町米麦改良協会","	","	","	","	その他","	山下尚","	山下尚　北海道","	北海道","	0136556527","	北海道　磯谷郡蘭越町蘭越町","	　　　　２５８番地５蘭越町役場","	    らんこし米振興係（事務局）",397200,61928,62.95,630950,113282,174400,23104
"	【売上金額／ベスト順】    25/02/01～26/01/31",641,"	0082329","	（株）アグリフーズ福井","	","	C","	","	農業法人","	森田","	森田　北陸","	福井","	0776507044","	福井県　坂井市丸岡町四ツ柳","	　　　　１２－２","	",396850,67036,98.94,401086,51903,129200,13650
"	【売上金額／ベスト順】    25/02/01～26/01/31",642,"	0074164","	（有）世古米穀店","	","	C","	","	小売店","	木村寿","	木村寿　三重","	三重","	0597221317","	三重県　尾鷲市中央町５－１５","	","	",396650,135660,83.08,477440,145967,649355,226803
"	【売上金額／ベスト順】    25/02/01～26/01/31",643,"	0075737","	（株）ライズ","	","	C","	","	小売店","	片山","	片山　関東山梨","	東京","	0336208210","	東京都　足立区佐野２－３７－２","	","	",392370,145257,44.28,886050,288306,589361,189321
"	【売上金額／ベスト順】    25/02/01～26/01/31",644,"	0074795","	（株）熊谷　名古屋営業所　　Ⅰ","	","	","	","	代理店","	木村寿","	木村寿　愛知","	愛知","	0526813331","	愛知県　名古屋市熱田区神宮","	　　　　３－８－２０","	",389800,147810,55.87,697675,247354,294600,77352
"	【売上金額／ベスト順】    25/02/01～26/01/31",645,"	0076599","	奈良岡末造米穀（株）","	","	C","	","	卸","	菅原","	菅原　東北Ａ","	青森","	0177223516","	青森県　青森市安方","	　　　　１－５－１６","	",389632,58189,26.30,1481284,150210,1083330,95163
"	【売上金額／ベスト順】    25/02/01～26/01/31",646,"	0078281","	富川　信男　　　　　　　　ＣＬ","	","	","	","	生産者","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0287480896","	栃木県　矢板市大槻１８３２－２","	","	",387100,111052,198.92,194600,39560,288600,53910
"	【売上金額／ベスト順】    25/02/01～26/01/31",647,"	0083402","	（株）ナンブ　　　　　　　　　","	　　　　（全米販用コード）","	A","	1","	卸","	松本","	松本　関東・卸","	埼玉","	0488223391","	埼玉県　さいたま市浦和区岸町","	　　　　４－２－１６","	",386960,26560,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",648,"	0080377","	ＪＡ山口県　美祢統括本部","	　　　営農経済部　指導販売課","	","	","	ＪＡ","	沖本","	沖本　中国","	山口","	0837524970","	山口県　美祢市大嶺町東分","	　　　　３４４３番地１","	",384791,53134,252.77,152227,27163,1410430,132188
"	【売上金額／ベスト順】    25/02/01～26/01/31",649,"	0076743","	秋田アグリビジネス","	小林　治男","	C","	","	その他","	菅原","	菅原　東北Ｂ","	秋田","	0188322815","	秋田県　秋田市中通５－１－１","	グランドメゾン秋田２１１","	",381750,74600,100.00,381750,74600,357600,61440
